1.90845094 42.15905440 33.96733585 0.45948582 0.13763130 0.00000000 5.61186681
1.87644581 37.85027231 29.08732579 0.58965884 0.12339597 0.00000000 4.16110170
1.76608283 33.39079587 25.92744057 0.69778609 0.12439866 0.00000000 5.57637655
1.93023329 38.76203489 32.72251210 0.99241853 0.10774424 0.00000000 2.87376907
1.83317155 37.50821434 27.74237827 1.12381953 0.12585564 0.00000000 5.33745900
1.77812767 36.41496708 32.55242158 1.13133976 0.10406707 0.00000000 4.07894208
1.79479561 38.44421292 27.88607472 1.21251783 0.12621408 0.00000000 4.59765995
1.86601303 39.07622313 28.58274380 1.36644023 0.10573754 0.00000000 3.84716098
1.71589854 35.77662564 32.12996178 1.50004373 0.12643092 0.00000000 5.03450494
1.71751564 36.38256539 30.64230035 1.68498512 0.10325469 0.00000000 3.75289187
1.68043851 34.94156201 27.54936796 1.72018668 0.11551812 0.00000000 4.19521400
1.74690410 38.08036215 26.52614881 1.83474477 0.13956780 0.00000000 5.08819128
1.81789720 36.57510463 22.49074025 1.92556483 0.10422833 0.00000000 3.80590678
1.66179963 33.08584023 25.61882542 2.19031178 0.12991702 0.00000000 4.20095951
1.70427890 36.48760987 29.49933820 2.21960529 0.16160253 0.00000000 6.65573688
1.69615925 35.95628539 27.20649536 2.47572907 0.10934158 0.00000000 2.75684358
1.67489140 36.20244546 26.02761377 2.59397411 0.13348642 0.00000000 4.51834301
1.74382131 35.16423931 26.81215568 2.75499710 0.12539454 0.00000000 2.85932141
1.71900592 35.82641608 27.98731197 2.81748946 0.13700902 0.00000000 3.65740008
1.59653014 33.35272235 28.24277771 2.83649507 0.13982010 0.00000000 5.00837997
1.73344974 36.08371967 26.06455884 3.33776723 0.14195568 0.00000000 4.16333386
1.66369708 35.46731779 29.11026012 3.36132494 0.12744972 0.00000000 3.86599879
1.64318605 36.08487545 26.96668229 3.66699279 0.13881061 0.00000000 5.15497487
1.56158689 33.02055261 22.41406763 4.53639491 0.13409130 0.00000000 4.20876112
