1.90104201 38.07874637 31.98515184 1.22690118 0.10564380 0.00000000 3.89911760
1.78550989 38.54880771 32.64652741 1.37828261 0.12547616 0.00000000 4.81733846
1.81217273 35.18797018 27.89921992 1.41182866 0.10367007 0.00000000 3.43712721
1.86863581 37.70162903 34.52766293 1.43298574 0.11783551 0.00000000 4.09713364
1.70928408 37.11427964 24.29508864 1.63096772 0.14533082 0.00000000 5.37832425
1.82750602 38.76158267 31.80521990 1.67940542 0.12693753 0.00000000 4.90102705
1.64377111 36.52396905 25.54821073 1.88371268 0.15377524 0.00000000 6.44506189
1.63321731 33.59742675 24.09763370 1.91849617 0.13656368 0.00000000 5.27007859
1.70953910 36.75620678 26.91415087 2.02099936 0.11693120 0.00000000 4.36795178
1.72754156 37.78951263 30.01907631 2.09846512 0.13499413 0.00000000 5.51793037
1.63213990 36.85593090 24.67793442 2.43268636 0.19193366 0.00000000 6.69689299
1.68001193 35.57679438 25.78211730 2.53183134 0.11532483 0.00000000 4.01702299
1.70652897 35.57604706 24.64422100 2.57353589 0.12075618 0.00000000 4.16164821
1.61981852 33.32686816 29.77931315 2.58164154 0.11462741 0.00000000 4.50343481
1.57312761 33.18552739 26.17735961 2.66273121 0.15046033 0.00000000 5.01133473
1.66256067 35.08226253 26.67661613 2.70508081 0.10534368 0.00000000 3.56216280
1.65503671 34.27190570 25.58464371 3.06463660 0.13535826 0.00000000 4.49517591
1.71261680 32.18569359 20.58640891 3.17993380 0.16995352 0.00000000 6.35599291
1.65331199 33.30114211 18.19044955 3.24055432 0.14319110 0.00000000 4.17084694
1.60475189 34.85869360 24.47197354 3.30798298 0.12766799 0.00000000 4.49689359
1.59264515 33.86904651 26.52001576 3.73356758 0.12913596 0.00000000 5.42272024
1.59566797 33.70657757 22.56424069 3.92297348 0.14722471 0.00000000 4.95224090
1.62265823 33.46412519 20.68979535 3.98720427 0.12498624 0.00000000 3.90174892
1.56152103 32.65673230 24.44325807 4.22402839 0.13328681 0.00000000 4.20512157
