1.83677822 40.05497225 31.90971567 0.57117883 0.15735842 0.00000000 6.65688349
1.76461491 38.21045371 25.49898584 0.71520595 0.14234310 0.00000000 5.94481104
1.96327956 38.78349199 28.78405886 0.76781882 0.09346389 0.00000000 3.75876174
1.80073345 38.81060421 30.53328330 0.85688231 0.11429022 0.00000000 5.12189185
1.78788923 37.79014943 31.89722085 0.86717940 0.10035448 0.00000000 4.20069081
1.79685457 36.24328043 27.78390365 0.87224787 0.10301181 0.00000000 4.92318493
1.77064873 36.64543705 31.16614236 0.89862168 0.10105876 0.00000000 3.28951274
1.84055267 37.49475384 30.27275404 1.01884751 0.11614177 0.00000000 4.36642481
1.74567977 37.02862116 25.19955253 1.02057213 0.13450956 0.00000000 4.02091901
1.90484914 39.60356207 32.19869430 1.03272191 0.07729881 0.00000000 2.96147093
1.68332306 36.94315304 27.45454700 1.03981633 0.14130215 0.00000000 5.97575346
1.67392504 35.12307985 27.44602344 1.04027337 0.13115983 0.00000000 4.29457910
1.89509572 41.01857046 30.65684764 1.04276350 0.11759777 0.00000000 4.29728744
1.74172317 34.54435972 27.83059763 1.05381068 0.09783825 0.00000000 4.58467922
1.84149426 38.79803225 32.00351517 1.07835593 0.13307862 0.00000000 4.45768274
1.85940683 37.91506949 36.72948963 1.10020250 0.15716906 0.00000000 6.37772639
1.79702236 37.64719187 32.38098725 1.28300071 0.10355462 0.00000000 3.67998869
1.80418149 35.89885992 26.99098417 1.54467521 0.10798137 0.00000000 3.99184535
1.71114210 36.70867331 22.11376010 1.58106468 0.13101792 0.00000000 4.44618099
1.85345490 38.48761846 28.78575923 1.67438658 0.13145926 0.00000000 4.94543192
1.74281216 36.23734322 26.93521631 1.77477241 0.12086471 0.00000000 4.46377154
1.75585347 37.95282246 24.72033053 1.81392841 0.16505753 0.00000000 6.29070327
1.76235387 36.33778579 27.73490135 2.02351877 0.10815037 0.00000000 3.86787868
1.68394681 34.95191051 23.57813186 2.15981358 0.13621652 0.00000000 5.78267669
