1.87139765 38.81394217 32.75869360 0.24110819 0.06829753 0.00000000 2.99634938
1.79837684 37.06267400 29.27055761 0.49738853 0.08817544 0.00000000 4.23758585
1.83325618 37.89515245 35.60997633 0.49887201 0.06666972 0.00000000 2.10359128
1.78875115 38.26905478 33.56576667 0.58945233 0.12792817 0.00000000 4.95195136
1.81797599 38.19913967 26.90132461 0.73630868 0.10209936 0.00000000 3.99136834
1.78070872 36.25843223 28.62238064 0.75587883 0.15592938 0.00000000 6.82130131
1.75342349 38.44839112 30.03933294 0.76507964 0.13606788 0.00000000 5.34969874
1.84864844 37.44843000 30.08955520 0.84956470 0.13275588 0.00000000 4.81179435
1.77590879 38.37347555 30.81264496 0.93406414 0.11495388 0.00000000 4.98088955
1.79033958 38.11212427 28.35153726 0.99091274 0.10190012 0.00000000 4.47027277
1.77829980 39.67993770 27.51404805 0.99258806 0.12031582 0.00000000 4.55225292
1.64604335 32.27539422 23.51702839 1.02778388 0.13523658 0.00000000 4.38129035
1.90845244 39.55487687 27.21249612 1.14953846 0.14271232 0.00000000 5.36032753
1.72688262 35.31997332 29.51977257 1.17515805 0.12334023 0.00000000 5.36538947
1.79791413 38.60015905 35.42375923 1.35016286 0.11431156 0.00000000 4.20697138
1.88071802 36.79985191 28.07034221 1.36377581 0.10138710 0.00000000 4.64628997
1.75506745 37.76118994 27.07122611 1.42949623 0.11141030 0.00000000 4.49123856
1.78960434 37.75150797 26.77989469 1.45071069 0.13853855 0.00000000 4.42383413
1.79185566 35.39245241 25.12163074 1.45777202 0.10184969 0.00000000 3.60849124
1.81028718 38.07548934 38.14106503 1.68486545 0.11034853 0.00000000 4.52411395
1.83956625 40.01673876 29.60067824 1.71977225 0.08934510 0.00000000 2.92249630
1.62808878 33.37545583 23.38746338 1.88393325 0.15082222 0.00000000 5.23090001
1.65711332 35.70785104 30.20648262 1.88518453 0.13513647 0.00000000 4.46731334
1.73289470 34.56190998 27.51423688 2.09817774 0.16119365 0.00000000 6.40189213
