 1.93750000e+00 6.10604050e-02
 1.96875000e+00 5.74450285e-02
 2.00000000e+00 5.39909665e-02
 2.03125000e+00 5.06950597e-02
 2.06250000e+00 4.75538913e-02
 2.09375000e+00 4.45638153e-02
 2.12500000e+00 4.17209853e-02
 2.15625000e+00 3.90213805e-02
 2.18750000e+00 3.64608332e-02
 2.21875000e+00 3.40350530e-02
 2.25000000e+00 3.17396518e-02
 2.28125000e+00 2.95701665e-02
 2.31250000e+00 2.75220808e-02
 2.34375000e+00 2.55908461e-02
 2.37500000e+00 2.37719008e-02
 2.40625000e+00 2.20606883e-02
 2.43750000e+00 2.04526738e-02
 2.46875000e+00 1.89433598e-02
 2.50000000e+00 1.75283005e-02
